Date,BAC,JPM,Residual,Rolling_Hedge_Ratio,Spread,Z_Score,Signal,PNL,Equity,DrawDown_%
2014-10-01,13.530582427978516,44.8067626953125,-7.526416949232704,2.5952163523854965,9.691973920922798,-1.4206208479795766,0,0.0,100000.0,0.0
2014-10-02,13.578849792480469,44.40677261352539,-8.110525224845432,2.548008790741688,9.807743974124215,-1.389876882652739,0,0.0,100000.0,0.0
2014-10-03,13.908671379089355,45.50864791870117,-8.266770296403067,2.488726284824782,10.893771870571342,-1.2515313178869054,0,0.0,100000.0,0.0
2014-10-06,13.908671379089355,45.418087005615234,-8.357331209489004,2.432523429042914,11.584918009121765,-1.1585069444014695,0,0.0,100000.0,0.0
2014-10-07,13.578849792480469,44.73129653930664,-7.786001299064182,2.3754326988878214,12.47565272896243,-1.0410023688841408,0,0.0,100000.0,0.0
2014-10-08,13.771913528442383,45.5841064453125,-7.66964234134025,2.321430456666832,13.613566933804382,-0.8923995178159563,0,0.0,100000.0,0.0
2014-10-09,13.345565795898438,44.5879020690918,-7.039522693707099,2.2728313594198504,14.255681618972893,-0.8023851515563928,0,0.0,100000.0,0.0
2014-10-10,13.257079124450684,44.16526412963867,-7.124623949881361,2.233071753081231,14.561255208464992,-0.7529619540293953,0,0.0,100000.0,0.0
2014-10-13,13.192720413208008,43.89358901977539,-7.150799646358067,2.188911001666115,15.01589816539925,-0.6833685659375234,0,0.0,100000.0,0.0
2014-10-14,13.289257049560547,43.76526641845703,-7.64736591100116,2.148306666846784,15.215866901445487,-0.6465850829483832,0,0.0,100000.0,0.0
2014-10-15,12.67788028717041,41.90869903564453,-7.171807096335684,2.1047912730233227,15.224407246773836,-0.6364104714466706,0,0.0,100000.0,0.0
2014-10-16,12.935301780700684,41.5690803527832,-8.493372503028766,2.0783766183665433,14.68465158025979,-0.7105928195858741,0,0.0,100000.0,0.0
2014-10-17,13.039880752563477,42.41434860229492,-8.047025794193623,2.0384289467210204,15.833478214479246,-0.5266544857131567,0,0.0,100000.0,0.0
2014-10-20,13.080098152160645,42.738887786865234,-7.875897823403051,2.0008281554283682,16.567859128255645,-0.4070488717199201,0,-0.571813806789147,99999.42818619321,-0.0005718138067933864
2014-10-21,13.353607177734375,43.719993591308594,-7.938105411005388,1.967557332386849,17.44600587494367,-0.2669570146447192,0,0.0,99999.42818619321,-0.0005718138067933864
